commodity,value_bd
Non-Electrical Lamps And Lighting Fittings,792877.022
"Non-Ionic Organic Surface-Active Agents, Whether Or Not Put Up For Retail Sale",492527.36
Non-Mechanical Air Holes,170282.263
Non-Mechanical Ventilation Blinds Of Aluminium,237025.032
Non-Plasticized Polyvinyl Chloride,3743723.3510000003
Non-Refractoty Mortars And Concretes,460104.011
Non-Slide 17-35 Mm Wide And Under 31 M Long,363.322
Non-Wired Float Glass With Reflecting Layer,2279569.756
"Non-Wired Sheets Coloured Throughout The Mass (Body Tinted) Opacified, Flashed Or Having An Absorbent, Reflecting Or Non-Reflecting Layer",1594.407
Normal Wheat,17061655.109
"Norway Lobsters ""Nephrops Norvegicus"", Even Smoked, Whether In Shell Or Not, Incl. Lobsters In Shell, Cooked By Steaming Or By Boiling In Water,  Live, Fresh Or Chilled",435.932
Nozzles And Valves For Cultivation And Irrigation Hoses,824584.846
Numerically Controlled Boring-Milling Metal Machines,37.984
Numerically Controlled Drilling Machines For Metal,17978.551
Numerically Controlled Flat-Surfaced Grinding Machines,1935.3719999999998
Numerically Controlled Horizontal Lathes For Metal,109498.90000000001
Numerically Controlled Other Lathes For Metal Removal,460196.72599999997
Numerically Controlled Other Metal Milling Machines,681.6
Numerically Controlled Press Brakes,47507.301999999996
Numerically Controlled Roll Forming Machines,14255.19
Numerically Controlled Sharpening Machines,230.73999999999998
Numerically Controlled Shearing Machines,47480.225
"Nutmeg, Crushed Or Ground",8994.738000000001
"Nutmeg, Neither Crushed Nor Ground",129170.917
Nuts,562627.343
"Nylon Or Other Polyamides Fibers, For Spinning",1069.31
"Nylon Or Other Polyamides, Less Than 51 Tex",4316.89
"Nylon Or Other Polyamides, Multiple Yarn",3230.08
"O-, M-, P-Phenylenediamine, Diaminotoluenes",79353.959
Oats Flour,51246.057
Oats Seed,14123.15
"Objective Lenses For Cameras, Projectors Or The Like",418255.669
"Octopus (Octopus Spp.),  Live, Fresh Or Chilled",48.980000000000004
"Octopus (Octopus Spp.), Dried, Salted Or In Brine Or Smoked , Whether In Shell Or Not, Whether Or Not Cooked Before Or During The Smoking Process",6671.911
"Octopus (Octopus Spp.), Frozen",35245.122
Octopus Prepared Or  Preserved,19045.608
"Octylphenol, Nonylphenol And Their Isomers And Salts",278.99
Oestrogens And Progestogens,12282.63
"Offal Of Bovine Animals, Fresh Or Chilled",5337.732
"Offal Of Swine, Fresh Or Chilled",371.71
"Office Desks, Metal",333608.762
"Office Desks, Wood",642758.374
Office Or Desk Equipment Of Other Base Metals,8473.605
Ohter Artificial Body Parts,1094619.537
Oil Based Glazier'S Putty,2602781.261
Oil Or Petrol-Filters For Internal Combustion Engines,4499767.71
"Oil-Cake And Other Solid Residues, From Soya-Bean Oil",2952611.216
Oil-Cake And Solid Residues Of Sunflower Seeds,629.85
Oils For Cutting Tools,29624.254
"Okra, Fresh Or Chilled.",682855.0599999999
"Okra, Frozen",35856.165
"Okra, Not Frozen",2022.48
Oleic Acid,789.417
"Oleic, Linoleic Or Linolenic Acids And Salts",10828.862000000001
Oleo Resins,21.843
Olibanum,12858.658
Olives And Capers Preserved By Vinegar,240846.688
"Olives, Fresh Or Chilled.",1305.508
"Olives, Not Frozen",1141965.486
"Olives, Preserved",38055.107
One-Handed Secateurs,7816.426
"Onions (For Sowing), Fresh Or Chilled",439.735
"Onions For Food (Green Or Dry Rind), Fresh Or Chilled",9842823.124
"Onions, Dried",200311.158
Opacifying Preparations For X-Ray,79074.834
Open Woven Fabrics Of A Width Exceeding 30 Cm Of Glass Fibers Mechanically Bonded,53764.179000000004
Open Woven Fabrics Of A Width Not Exceeding 30 Cm Of Glass Fibers Mechanically Bonded,22507.511
"Optical Fibers, Optical Fiber Bundles And Cables",101152.33099999999
Optical Fibre Cables,1377848.618
Optical Instruments For Inspecting Semicondctor Wafers Or Devices Or For Inspecting Photomasks Or Reticles Used In Manufacturing Semiconductor Devices,89.47
Optical Instruments For Measuring Particle Surface Pollution On Semiconductor Wafers,795.581
"Optical Media, Unrecorded",20759.064000000002
Orange Drink(E.G. Miranda),211657.4
Orange Flower Water,5043.484
"Orange Juice Not Frozen,  Of Brix Value  Not  Exceeding 20, Containing Added Sugar Or Other Sweetening Matter  .",27261.239
"Orange Juice Not Frozen,  Of Brix Value  Not  Exceeding 20, Not Containing Added Sugar Or Other Sweetening Matter.",61131.97
"Orange Juice Not Frozen, Of A Brix Value Not Exceeding 20",22545.387
"Oranges,  Fresh Or Dried",4265268.168
Ordinary  (Foil (Ghutrahs),246481.356
"Ordinary Biscuits, Whether Or Not Salted",669514.566
"Ordinary Boxes And Small Boxes For Packing, Wood",108580.974
Ordinary Bread Of Any Kind,4360635.357999999
Ordinary Natural Waters,1147528.556
"Ordinary Towels, Hand Towels And Bath Towels",436580.646
"Organic Composite Solvents And Thinners Contain Methane, Ethane Or Propyne Export Licensing Carbonate (Cfcs), And Was Home To The Seizure Export Licensing Carbonate (Hcfcs)",155917.971
"Organic Composite Solvents And Thinners Containing Methane, Ethane Or Propyne Hydrochlorofuorocarbonates (Hcfcs), But Not Containing (Cfcs)",5646.454
Organic Derivatives Of Hydrazine Or Hydroxylamine,41073.851
"Organic Surface Active Products And Preparations For Washing The Skin,In The Form Of Liguid Or Cream And Put For Retail Sale,Whether Or Not Containing Soap.",1830855.641
Oriented Strand Board (Osb),30118.22
"Oriented Straned Board And Waferboard Of Wood, Unworked Or Not Futher Workedtha Sanded Of Particle Board",2929703.62
"Original Sculptures And Statuary, In Any Materialof An Age Exceeding 100 Years",34.74
Ornamental Birds,318158.494
Ornamental Shrubs,38414.309
Ornaments Plated With Precious Metal,72016.292
Orthopaedic Appliances For Animals,943.91
"Orthopaedic Foot Appliances (Talipes Appliances, Leg Braces, With Or Without Spring Support For The Foot, Surgical Boots, Etc.)",480977.887
"Other  Anchovies (Engraulis Spp.), Seerfishes (Scomberomorus Spp),Crevalles (Caranx Spp.), Pacific Saury (Cololabis Saira), Scads (Decapterus Spp.),  Capelin (Mallotus Villosus),, Kawakawa (Euthynnus Affinis), Bonitos (Sarda Spp.), Marlins, Sailfishes, Spearfish (Istiophoridae), Frozen",26529.796
"Other  Apple  Juice, Of Brix Value  Exceeding 20,  Not Containing Added Sugar Or Other Sweetening Matter.",268055.696
"Other  Apple  Juice, Of Brix Value  Exceeding 20, Containing Added Sugar Or Other Sweetening Matter.",5353.764
"Other  Apricots , Edible , Prepared Or Preserved",29646.905999999995
Other  Buffalo,2723.1
Other  Coconuts,640684.415
Other  Fertilised Bird'S Eggs In Shell For Incubation,1663201.99
"Other  Grape Juice (Including Grape Must), Of Brix Value  Exceeding 20,  Not Containing Added Sugar Or Other Sweetening Matter.",19714.931
"Other  Grape Juice (Including Grape Must), Of Brix Value Exceeding 20,  Containing Added Sugar Or Other Sweetening Matter.",622.509
Other  Ground Flying Trainers And Parts Thereof,97637.482
"Other  Inedible Mixtures Or Preparations Of Animal Or Vegetable Fats Or Oils Or Of Fractions Of Different Fats Or Oils Of This Chapter, Not Elswhere Specified Or Included.",44.71
"Other  Machines, With Built In Centrifugal Drier",115597.17000000001
Other  Meslin Seed,525.744
Other  Mushrooms Dried,48888.657
"Other  Signalling Flares, Rain Rockets, Fog Signals And Other Pyrotechnic Articles",49708.744999999995
Other  Sprayers,12981.005000000001
Other  Tea,1738122.396
"Other ,Angles ,Shapes Andsections",273066.01900000003
"Other Ac Motors, Single-Phase",683682.282
"Other Accessories For Clothing, Knitted",130953.70599999999
Other Accumulators,140935.439
Other Acetic Acid,5519.951999999999
Other Acetic Acids And Salts,524.054
Other Acrylic Polymers In Primary Forms.,2633094.454
Other Acrylic Staple Woven Fabrics,145100.048
"Other Active Ethyl Alcohol, Non-Medical",527.249
Other Acyclic Amides (Including Acyclic Carbamates),55029.083
Other Acyclic Ethers And Derivatives,1030.54
Other Acyclic Ketones,983.677
Other Acyclic Monoamines And Their Derivatives; Salts Thereof,2906.514
Other Acyclic Polyamines,118294.261
Other Acyclic Polycarbxylic Acids,15414.329000000002
Other Additives,1083828.855
Other Additives For Lubricating Oils,33673.669
Other Adhesives,295193.518
Other Adrenal Cortical Hormones,127.1
"Other Agglomerated Cork Blocks, Sheets, Tiles, Etc.",23081.006
Other Agricultural Spraying Appliances,68322.545
Other Air Conditioners With Refrigeration Units,666608.189
Other Air Conditioners Without Refrigeration Unit,2988860.227
"Other Air Conditioners, Refrigeration And Reverse Valve",35038.380999999994
Other Air Or Vacuum Pumps And Hoods,2958828.416
Other Air-Zinc Dry Cells (Batteries),7931.55
Other Albumins,2441.581
"Other Alcohol Peroxides, Ether Peroxides, Ketone Peroxides",17068.196
Other Alkali Metals,1074504.7210000001
"Other Alloy Steel, Cold-Rolled, Under 600 Mm Wide",90.99
"Other Alloy Steel, Hot-Rolled, No Coils, Over 599Mm Wid",591594.438
"Other Alloy Steel, Hot-Rolled, Under 600 Mm Wide",47586.2
"Other Alloyed Aluminum Plates, Over 0.2 Mm Thick",457025.865
Other Aluminium Containers For Gas,42466.623
Other Aluminium Foil,516944.85
Other Aluminium Foil Backed,833608.0499999999
Other Aluminium Oxide,535075254.219
Other Aluminum Alloys Bars And Rods,3613831.666
"Other Aluminum Cans, Drums And The Like",182687.966
Other Aluminum Doors And Windows And Their Frames And Thresholds For Doors,226977.22900000002
Other Aluminum Prefabricated Buildings,28664.999
Other Aluminum Structures And Parts,2225578.351
Other Aluminum Wire And Cable With Steel Core,66173.203
"Other Aluminum Wire And Cable, Not Insulated",933018.618
"Other Aluminum Wire, Alloyed",82830.133
"Other Aluminum Wire, Not Alloyed",90562.833
Other Amino Alcohols,9626.856
Other Amino-Acids,24076.236
Other Amino-Alcohols,2608.465
Other Amino-Naphthols And Amino-Phenols,19539.104
Other Amino-Resins,15546.803
Other Ammonium Salts,119943.29
"Other Angles, Shapes And Sections, Partially-Worked",1377513.673
Other Animal Fats And Oils And Their Fractions,1971.244
Other Animal Feeds,1393743.544
Other Animal Parts,16247.53
"Other Animal Products, Not Elsewhere Specified",6217.169999999999
"Other Anionic Organic Surface-Active Agents, Whether Or Not Put Up For Retail Sale",557077.843
Other Anti-Knock Preparations,273116.824
Other Anti-Oxidising Preparations And Other Compound Stabilisers For Rubber Or Plastics:,2213522.367
Other Antibiotics,149131.344
Other Antiques Over 100 Years Old,84836.88399999999
Other Apparatus And Equipment For Photographic (Including Cinematographic) Labo Ratories ; Negatoscopes,33983.591
"Other Apparatus Based On The Use Of X - Rays Or Alpha ,",49674.614
"Other Apparatus Based On The Use Of X-Ray For Medical, Surgical, Or Veterinary Uses",291446.73199999996
Other Apparatus Combined With Sound Recording Or Reproducing Apparatus,13965.807999999999
Other Apparatus For Current Lines Conductors Systems Or Digital Lines Systems,5555732.288
"Other Apparatus For Protecting Circuits, 1000 V Or Less",3044090.278
"Other Apparatus For Protecting Circuits,Over 1000 V",1235680.067
"Other Apparatus Using Magnetic, Optical Or Semiconductor Media",48527.256
Other Apple Juice,39126.32
Other Appliances With Gas Fuel,13120.807999999999
"Other Apppartus Measuring (For Breathing, Cerebral, Pelvis . .Etc.)",98749.077
"Other Aquatic Invertebrates Other Than Crustaceans And Molluscs, Live, Fresh, Chilled, Frozen, Dried, Salted Or In Brine; Smoked Aquatic Invertebrates Other Than Crustaceans And Molluscs, Whether Or Not Cooked Before Or During The Smoking Process; Flours, Meals And Pellets Of Aquatic Invertebrates Other Than Crustaceans And Molluscs, Fit For Human Consumption.",388.923
"Other Aquatic Invertebrates, Prepared Or  Preserved",9067.661
Other Aqueous Distillates Of Essential Oils,2811.764
Other Arc-Lamps,145716.344
Other Aromatic Cyclic Alcohols,165.23
Other Aromatic Hydrocarbon Mixtures,1040390.964
Other Aromatic Ketones Without Other Oxygen Function,10.33
Other Aromatic Monocarboxylic Acids,37679.042
Other Aromatic Polyamines,121204.457
Other Aromatic Polycarboxylic Acids,15117.637
Other Arsenic Sulphides,53907.166
Other Articles 85 Percent Or More Combed Wool Over 200 G/M2,8515.698
"Other Articles 85 Percent Or More Combed Wool, Under 201 G/M2",119744.904
Other Articles Of Agglomerated Cork,5968.146
Other Articles Of Aluminum:,1189818.968
Other Articles Of Apperal And Clothing Of Vulcanised Rubber,86766.022
Other Articles Of Artificial Fur,3751.3779999999997
Other Articles Of Asphalt Or Similar Material,4831.584
Other Articles Of Bamboo,39659.106999999996
Other Articles Of Bedding,714997.94
Other Articles Of Carbon Fibres.,32518.899
Other Articles Of Carded Wool And Manmade Filaments,168.586
Other Articles Of Carded Wool And Manmade Staple Fibers,2399.143
Other Articles Of Carded Wool And Other Materials,1136.858
Other Articles Of Cast Iron,323031.65499999997
"Other Articles Of Cement, Concrete, Etc.",657284.5
Other Articles Of Chromium,290988.654
Other Articles Of Combed Wool And Manmade Filaments,1554.536
Other Articles Of Combed Wool And Manmade Staple Fibers,693.511
Other Articles Of Combed Wool And Other Materials,6443.008
Other Articles Of Cutlery,21438.646
Other Articles Of Glass,171573.66700000002
Other Articles Of Glass Fibers,1534629.39
Other Articles Of Glass Jewellery,45632.164000000004
Other Articles Of Imitation Jewellery,23581.031
Other Articles Of Iron Or Steel,7193937.045999999
Other Articles Of Iron Or Steel Wire,420535.804
Other Articles Of Lead,18989.644
Other Articles Of Lead Crystal,44095.836
Other Articles Of Loofah,5190.655
"Other Articles Of Magnesite, Dolomite Or Chromite",30431.765
Other Articles Of Magnesium,6714.5689999999995
Other Articles Of Marble Or Other Stone,1769567.953
Other Articles Of Mica,558982.275
Other Articles Of Nickel,253296.931
Other Articles Of Not Containing Asbestos,19151.293
Other Articles Of Other Base Metals,123807.845
Other Articles Of Other Minerals,356776.881
Other Articles Of Other Textiles,6167.599
Other Articles Of Other Wood,35722.795
Other Articles Of Pearls,1454.304
Other Articles Of Peat,31.7
Other Articles Of Pefume,109602.931
Other Articles Of Porcelain Or China,20725.191
Other Articles Of Precious And Semi-Precious Stones,370142.414
Other Articles Of Precious Metal Or Clad With The Same,33429.513
Other Articles Of Stone Or Of Other Mineral,691369.281
Other Articles Of Tungsen,43976.885
"Other Articles Of Twine, Cord And The Like",98781.723
Other Articles Of Vulcanized Rubber,1572125.2340000002
Other Articles Of Zinc.,50578.981
Other Artificial Fibers Yarn,1967.55
"Other Artificial Fibers, Not For Spinning",409704.005
Other Artificial Filament Yarn And Strip,932.9329999999999
Other Artists' Or Students' Colors,61906.380000000005
Other Assembled Flooing Panels,165286.384
Other Assembled Flooing Panels Of Bamboo Or With At Least The Top Layer (Wear Layer) Of Bamboo,1203.343
"Other Assembled Flooing Panels, For Mosaic Floors",15183.448
"Other Assembled Flooing Panels, Multilayer",203356.24599999998
Other Audio-Frequency Electric Amplifiers,679607.429
Other Automatic Beverage-Vending Machines,11156.5
"Other Automatic Circuit Breakers, 1001 V To 72.5 Kv",73506.55200000001
Other Automatic Regulating Instruments,2070541.557
"Other Auxiliary Machines For Textile, Weaving, Knitting",10265.827000000001
Other Baby Food,309311.752
"Other Baby Walkers With Small Wheels, With Metal Frames",39832.168
Other Bakers' Wares,3698642.6319999998
Other Balls,98673.12299999999
"Other Bananas, Fresh Or Dried",1083653.485
Other Barley,214635.913
Other Bars And Rods  Of Free-Cutting Steel,115854.521
"Other Bars And Rods Of Free-Cutting Steel, Not Further Worked Than Cold-Formed Or Cold-Finished.",24715.541999999998
Other Bars And Rods Of Iron,178116.089
"Other Bars And Rods Of Iron Or Non-Alloy Steel, Forged",28662.125
"Other Bars And Rods Of Iron Or Non-Alloy Steel, Not Further Worked Than Cold-Formed Or Cold-Finished.",38896.529
"Other Bars And Rods Of Iron Or Non-Alloy Steel,With Deformations, Rolled.",4117061.459
Other Bars And Rods Of Iron Or Non-Alloy Steel.,7509087.348
Other Bars And Rods Of Stainless Steel,28141.358
Other Bars And Rods Of Stainless Steel Of Circular Cross-Section,37872.3
"Other Bars And Rods, Of High Speed Steel",3.45
"Other Bars And Rods, Of Silico-Manganese Steel",669.065
"Other Bars And Rods,Not Further Worked Than Hot-Rolled Hot-Drawn Or Extruded",33547.3
Other Bars Of Other Alloy Steel,39381.413
"Other Bars Of Other Alloy Steel, Cold-Formed",51030.208
"Other Bars Of Other Alloy Steel, Forged",15771.4
"Other Bars Of Other Alloy Steel, Hot-Rolled",126584.898
Other Baths,193039.883
Other Batteries Menganese Dioxide,51801.449
"Other Beans, Dried Shelled,",138683.436
"Other Beans, Not Frozen",71290.516
"Other Bearings, Including Combined Ball/Roller",155238.051
Other Beauty Preparations,7451823.107
Other Bed Linen Of Cotton,582690.427
Other Bed Linen Of Man-Made Fibers,140032.01
Other Bed Linen Of Other Textile Materials,139669.795
Other Bedspreads,179997.86
Other Beet Sugar,19217.636000000002
Other Belts,50570.646
"Other Bending, Folding Machines For Metal",154012.069
Other Beverages,671660.495
Other Beverages With Milk Or Milk Substitutes Content Less Than 75% Containing Added Sugar Or Other Sweetening Matter,135135.286
Other Bicycles And The Like,249059.119
"Other Bird'S Eggs In Shell, Preserved Or Cooked",67516.704
Other Birds,4388.0
Other Bitumen And Asphaltic Rock,16454.43
Other Black And White Or Other Monochrome Television Receivers Of The Kind Used In The Home.,12503.49
Other Black Tea,2003737.225
Other Blankets And Traveling Rugs,268055.661
"Other Blinds, Etc., Of Synthetic Fibers, Not Knitted",107768.474
"Other Blockboard, Laminboard And Battenboard،With At Least One Outer Ply Of Non-Coniferous Wood",62500.466
"Other Blockboard, Laminboard And Battenboard،With At Least One Outer Ply Of Tropical Wood",9051.176
"Other Blocks, Slabs Or Sheets Of Melted Basalt",11685.1
"Other Bobbins, Cones, Etc.",906353.329
Other Bodies For Motor Vehicles,49913.364
Other Body Parts,25721133.793
"Other Boneless Meat Of Bovine Animals, Frozen",12203504.758
Other Books And Similar Printed Matters Of Single Paper,14529053.656
Other Borates,37150.301
Other Boring Machines For Metal,2896.248
Other Boring Or Sinking Machinery,4690452.072000001
Other Boring-Milling Machines For Metal,4740.397000000001
Other Bottles And Jars,33365.567
Other Bottles Of Lead Crystal,30505.065
Other Bovine,2375521.378
Other Bovine Animals,13213.779999999999
Other Bovine Canned Meats In Sealed Containers,1397767.465
Other Boxes And Cases For Jewellery And Perfium Made Of Paper Or Paper Board,4480992.648
"Other Boxes And Crates, Wood",121985.979
Other Braid And Trimmings,97945.853
Other Brakes For Railway Locomotives,615.6030000000001
"Other Brass Sheets And Plates, Over 0.15 Mm Thick",32545.187
Other Brazing And Soldering Machines,53497.581
Other Breathing Appliances And Gas Masks,593926.634
Other Bromates And Perbromates,51.981
Other Bromides,290.793
Other Bromides And Bromide Oxides,251.09
Other Brominated Or Iodinated Derivatives Of Acyclic Hydrocarbons,4205.122
"Other Bronze Sheets Or Plates, Over 0.15 Mm Thick",1877.167
Other Brushes And The Like,680462.755
Other Brushes Constituting Parts Of Machines,135821.838
Other Brushes For Use On People,81451.66699999999
"Other Buckles, Parts And The Like Of Base Metal",58864.517
Other Builders' Joinery,110437.838
Other Builders' Joinery Of Bamboo,2680.9700000000003
"Other Building Stone, Merely Cut Into Blocks",36623.367
Other Bulgur Whear,86149.267
Other Bulk Cocoa Products,1380867.592
Other Bulldozers And Angledozers,14523.066
Other Butanols,64.74
"Other Buttermilk, Curdled Milk And Cream",1014726.599
Other Buttons,3937.624
Other Cable For Telegraph & Telephone 10 Pairs Or More,244025.19900000002
"Other Cables And The Like Of Steel, Not Insulated",660723.553
Other Cadium Products,14.489
Other Calculating Machines,2279.2909999999997
Other Camels And Other Camelids (Camelidae):,279.643
Other Cameras,13476.224999999999
Other Cameras With Film 35 Mm Wide,1436.23
Other Cane Sugar,103364.859
"Other Cane Sugar Obtained It Without Centrifugal Process Specified In Subheading Note 2 To This Chapter,",119709.279
Other Cans Under 50 L,257717.108
Other Carbides,1885.638
Other Carbon Products,33884.271
Other Carbonates,62057.346000000005
Other Carboxylic Acids With Alcohol Function,26966.693000000003
"Other Carboxylic Acids With Alcohol Function But Without Other Oxygen Function, Their Anhydrides, Halides, Peroxides, Peroxyacids And Their Derivatives",2983.41
Other Carboxylic Acids With Phenol Function,7016.006
Other Carpets And Other Textile Floor Coverings Of Other Man-Made Textile Materials,217790.287
Other Carpets Not Elsewhere Specified,88612.723
"Other Carpets Of Chenile, Pile, Made Up",73122.034
"Other Carpets Of Manmade Textiles, Not Pile, Made Up",10524.780999999999
"Other Carpets Of Manmade Textiles, Pile, Made Up",382589.576
"Other Carpets Of Wool, Pile, Not Made Up",41221.827000000005
"Other Carpets, Wool, Pile, Made Up",125593.104
Other Carriages,21443.092
"Other Carriages, Non-Mechanical",161718.129
"Other Cartons, Etc., Of Corrugated Paper Or Paperboard",3305073.329
"Other Cartridges, Parts And Accessories, Hunting/Sports",4125.678
"Other Cartridges, Parts, Accessories For Other Purposes",500.0
Other Casein Derivatives,200.483
Other Cases And Trunks,87433.246
Other Cases With Outer Surface Of Leather,899173.711
Other Cases With Outer Surface Of Plastic Or Textiles,2808024.111
"Other Cases, Etc.",299825.95800000004
"Other Casing ,Tubing And Drill Pipe,Of A Kind Used In Drilling For Oil Or Gas",19421650.359
"Other Casing ,Tubing And Drill Pipe,Of A Kind Used In Drilling For Oil Or Gas Of Stainless Steel",39658.682
Other Casing And Tubing Used In Oil Drilling,197710.99
Other Cast Articles Of Iron Or Steel,720283.626
Other Cast Fittings Of Iron Or Steel,684982.61
Other Catecholamine Hormones,277.211
Other Cathode-Ray Tube Monitors,15337.354000000001
Other Cathode-Ray Tubes,254.58
"Other Cathodic Protection Anodes (Sacrificial Anodes)Used For Protecting Pipelines Ships Tanks,Etc From Corrosion Of Zink",21683.299
"Other Cell Cultures, Whether Or Not Modified",8793.998
Other Cells Batteries Of Lithium,460876.852
Other Cellular Rubber,17572.053
Other Cellulose And Derivatives,79440.925
"Other Cellulose Derivatives Sheets, Film, Etc.",2747.0240000000003
Other Cellulose Ethers,357386.212
Other Cement,7673.09
Other Centrifugal Pumps,4092137.149
Other Centrifuges,151163.818
"Other Centrifuges, And Filtring Machineery For Liquids",1678362.126
Other Ceramic Architectural Goods,1201.317
Other Ceramic Articles Not Elsehere Classified,293236.364
Other Ceramic Building Blocks And The Like,21431.542
Other Ceramic Goods,888457.717
Other Ceramic Goods More Than 50 Percent Al203 Or Si02,1444995.728
Other Ceramic Goods More Than 50 Percent Graphite Or Carbon,246773.051
"Other Ceramic Jars, Tubs, Etc.",24824.816
Other Ceramic Sanitary Fixtures,291295.909
Other Ceramic Wares For Technical Uses,173998.75900000002
Other Cereal And Flour Mixes,2202952.12
Other Cereal Straw And Husks Unprepared Whether Or Not Chopped Ground Pressed Or In The Form Of Pellets,66779.398
Other Cereals,210604.358
Other Cereals Containing Cocoa,25581.493
Other Cermanic Construction Goods,3043358.292
Other Chain,87689.256
"Other Chain, Welded Link",114004.031
"Other Chairs Similar And Parts , Parts For Code 94021010 And 94021020",50176.551
Other Chalk,106877.65799999997
Other Chandeliers And Other Electric Ceiling Or Wall Fittings,1703806.6570000001
Other Cheese,7395695.837
Other Chemical Preparations For Photography,149543.756
"Other Cherries , Edible , Prepared Or Preserved",11426.66
Other Cherries Fresh,12030.439
"Other Chicory, Fresh Or Chilled",12211.787
Other Children'S Books,23325.532
Other Chlorates,55.161
Other Chloride Oxides,9487.128
Other Chlorides,413590.54600000003
"Other Chocolate In Blocks, Slabs Or Bars Filled",4567116.443
Other Chromates And Dichromates; Peroxochromates,1211.169
Other Chromium Oxides,19145.57
Other Cigarette Paper,52.991
"Other Cinnamon, Neither Crushed Nor Ground",179800.935
Other Circular Saw Blades Including Parts,421402.023
"Other Circular Tubes And Pipes, Iron Or Steel",474573.332
"Other Circular Tubes And Pipes, Other Alloy Steel",338177.708
"Other Circular Tubes And Pipes, Stainless Steel",370168.039
"Other Citrus Fruit , Edible , Prepared Or Preserved",10176.206
Other Citrus Fruit Fresh Or Dried,10565.437
Other Citrus Fruit Preparations,24898.221
Other Clays,102851.00200000001
"Other Clock Movements,  Complete And Assembled, (Excluding Clock Movements Of Heading 91.08.)",8886.254
"Other Clock Movements, Unassembled Or Partly Assembled",3113.73
"Other Closed Fabrics , Chemically Bonded",96.61
Other Closed Fabrics Of Rovings Of Glass Fibers Mechanically Bonded,48064.358
"Other Cloth Grill,Netting And Fencing Welded",289344.541
Other Clothing Accessories Of Leather,19910.194
Other Clothing Parts,27678.623
Other Co-Axial Cable,3585689.869
Other Coal,30432.833000000002
Other Coated Or Impregnated Textile Fabrics,73066.64
Other Coated Textile Fabrics,667821.089
Other Cobalt Products,10321.121
Other Cocoa Powder Containing Added Sugar Or Other Sweetening Matter,161.33800000000002
Other Cocoa Powder Containing Added Sugar Or Other Sweetening Matter Used In The Preparation Of Beverages,9588.111
"Other Cocoa Powder Containing Added Sugar Or Other Sweetening Matter, Containing Added Peptone Or Milk",832166.095
Other Cocoa Products Of Concetrated Liquid With Cocoa Used In The Preparation Of Beverages,165316.283
Other Cocoa-Based Beverages,333861.187
"Other Cocoa-Based Beverages, Non-Aerated, Containing Added Sugar Or Other Sweetened Matter",196.67
Other Coconut Oil,825251.287
Other Coffee,230717.68600000002
Other Cold Metal Working Hydraulic Presses,2468.359
Other Cold-Formed Stainless Steel Bars,102121.197
Other Cold-Rolled Iron Or Steel,209881.964
"Other Color Paperboard, Textiles, Etc., Unexposed",12094.633
Other Coloring Including Mixtures Of Colouring Matter Of Two Or More Of The Subheadings Nos. 3204.11 To 3204.19,273560.889
Other Coloring Preparations,728949.975
"Other Colour Reception Apparatus For Television,Whether Or Not Incorporating Ra Dio-Broadcast Receivers Or Snund Or Viden Recording Or Reproducing Apparatus.",3868433.045
Other Colours,43074.544
"Other Combustile Materials, Retail",18029.819
Other Compounded Rubber,61119.32
Other Compounds Containing Lactams,18684.343999999997
Other Compounds With An Unfused Pyridine Ring,1801.337
Other Compounds With Nitrogen Function,2881.0769999999998
Other Compounds With Pyrimidine Or Piperazine Ring,393.99
Other Compounds With Unfused Furan Ring,2147.1659999999997
Other Compounds With Unfused Imidazole Ring,1122.022
Other Compounds With Unfused Triazine Ring,205491.699
Other Compounds; Amalgams,8846.455
Other Compression-Ignition Piston Engines,577966.69
Other Compression-Ignition Vehicles,1101.545
Other Conductors Over 10 Mm Wide And Over 1000 V,21499719.771
Other Conductors Over 1000 V And Under 11 Mm Wide,6030824.434
Other Confectionery Products ( Sweetmeats ) With Cocoa,3695535.65
Other Confectionery Products (Sweetmeats ) With Cocoa,2570958.029
"Other Coniferous Plywood, Not Over 6 Mm Thick",8645.423999999999
Other Coniferous Poles And Stakes,13418.398000000001
"Other Coniferous Wood, Continuously Shaped",51768.572
Other Containers And Bags Of Polyethylene Or Polyprpropylene Strip Or The Like,84454.132
Other Continuous-Action Elevators And Conveyors,648116.784
Other Conveyor Or Belts Or Belting Of Vulcanised Rubber,32238.117
Other Cooked Vegetables,409143.171
Other Cooking Appliances With Liquid Fuel,2883.23
Other Copolymers,193345.443
Other Copper Alloys,71165.641
Other Copper Articles,176787.152
Other Copper Bars And Rods,261063.892
Other Copper Tubes And Pipes,705590.498
Other Copper Wire Of Other Copper Alloys,12640.694
Other Coral And Similar Materials,392.15099999999995
Other Corn,2516456.7970000003
Other Corn Oil,1529498.354
Other Corresponding Brotonic Salts,319.872
Other Corrugated Paper And Paperboard,32664.181
Other Cosmetic Preparations,182230.708
"Other Cotton Blinds, Valalnces, Etc., Not Knitted",39513.721
Other Cotton Mantillas And The Like,9180.123
"Other Cotton Prayer Carpets,Tufted",182860.922
"Other Cotton Rugs, Not Pile, Made Up",30286.223
"Other Cotton Rugs, Pile, Made Up",21144.613
Other Cotton Seeds,14054.504
"Other Cotton Sewing Thread, Non-Retail",12387.759
Other Cotton Towels,72834.936
Other Cotton Waste,1238.841
Other Cottonseed Oil,4171.003
Other Covering For Vehicles And Similar Protective Goods Of Plastic,624390.729
Other Cr Rubber,12114.51
